Year,Quarter,지역,지역별 분기별 평균 강수량 (mm)
2012,3,양산시,10.8
2012,3,양평,10.75
2012,3,여수,12.55
2012,3,영광군,12.66
2012,3,영덕,7.17
2012,3,영월,9.58
2012,3,영주,9.86
2012,3,영천,9.53
2012,3,완도,8.73
2012,3,울릉도,6.84
2012,3,울산,9.07
2012,3,울진,7.63
2012,3,원주,10.26
2012,3,의령군,9.5
2012,3,의성,7.0
2012,3,이천,11.42
2012,3,인제,6.72
2012,3,인천,10.34
2012,3,임실,11.11
2012,3,장수,14.4
2012,3,장흥,11.63
2012,3,전주,9.94
2012,3,정선군,7.97
2012,3,정읍,11.06
2012,3,제주,14.22
2012,3,제천,8.8
2012,3,진주,12.29
2012,3,창원,10.14
2012,3,천안,10.07
2012,3,철원,8.79
2012,3,청송군,7.25
2012,3,청주,9.78
2012,3,추풍령,10.88
2012,3,춘천,8.53
2012,3,충주,9.2
2012,3,태백,11.54
2012,3,통영,8.82
2012,3,파주,10.69
2012,3,포항,8.59
2012,3,함양군,11.95
2012,3,합천,13.78
2012,3,해남,11.19
2012,3,해남군,0.05
2012,3,홍천,9.11
2012,3,흑산도,10.92
2012,4,강릉,0.86
2012,4,강진군,2.03
2012,4,강화,2.34
2012,4,거제,3.33
2012,4,거창,1.56
2012,4,경주시,1.39
2012,4,고산,2.49
2012,4,고산(제주),2.22
2012,4,고창,1.8
2012,4,고창군,2.07
2012,4,고흥,2.04
2012,4,광양시,1.88
2012,4,광주,2.26
2012,4,구미,1.36
2012,4,군산,1.85
2012,4,금산,1.7
2012,4,김해시,2.17
2012,4,남원,1.85
2012,4,남해,2.41
2012,4,대관령,1.31
2012,4,대구,1.21
2012,4,대전,2.22
2012,4,동두천,2.23
2012,4,동해,0.7
2012,4,목포,2.07
2012,4,문경,1.77
2012,4,밀양,1.64
2012,4,백령도,2.14
2012,4,보령,2.08
2012,4,보성군,2.14
2012,4,보은,2.26
2012,4,봉화,1.23
2012,4,부산,4.27
2012,4,부안,1.87
2012,4,부여,2.22
2012,4,북강릉,0.92
2012,4,북창원,1.9
2012,4,산청,1.9
2012,4,상주,1.39
2012,4,서귀포,3.03
2012,4,서산,2.7
2012,4,서울,2.27
2012,4,성산,4.64
2012,4,속초,1.52
2012,4,수원,2.31
2012,4,순창군,1.88
2012,4,순천,2.25
2012,4,안동,1.16
2012,4,양산시,2.28
2012,4,양평,2.21
2012,4,여수,2.03
2012,4,영광군,2.3
2012,4,영덕,1.02
2012,4,영월,1.63
2012,4,영주,1.99
2012,4,영천,1.39
2012,4,완도,2.44
2012,4,울릉도,4.79
2012,4,울산,1.84
2012,4,울진,0.75
2012,4,원주,1.61
2012,4,의령군,1.94
2012,4,의성,1.04
2012,4,이천,1.75
2012,4,인제,1.71
2012,4,인천,2.43
2012,4,임실,2.03
2012,4,장수,2.34
2012,4,장흥,1.74
2012,4,전주,1.97
2012,4,정선군,1.18
2012,4,정읍,1.87
2012,4,제주,2.8
2012,4,제천,1.99
2012,4,진주,2.08
2012,4,창원,1.87
2012,4,천안,1.9
2012,4,철원,2.03
2012,4,청송군,0.88
2012,4,청주,1.85
2012,4,추풍령,1.67
2012,4,춘천,2.01
2012,4,충주,1.76
2012,4,태백,1.25
2012,4,통영,2.78
2012,4,파주,2.0
2012,4,포항,1.3
2012,4,함양군,1.54
2012,4,합천,1.45
2012,4,해남,1.98
2012,4,홍천,1.68
2012,4,흑산도,2.59
2013,1,강릉,1.67
2013,1,강진군,2.01
2013,1,강화,1.0
2013,1,거제,2.22
2013,1,거창,1.27
2013,1,경주시,1.16
2013,1,고산,2.28
2013,1,고산(제주),1.64
2013,1,고창,1.52
2013,1,고창군,1.53
2013,1,고흥,1.93
2013,1,광양시,1.98
2013,1,광주,1.62
2013,1,구미,0.99
2013,1,군산,1.72
2013,1,금산,1.62
2013,1,김해시,1.88
2013,1,남원,1.44
2013,1,남해,3.27
2013,1,대관령,1.56
2013,1,대구,1.11
2013,1,대전,1.7
2013,1,동두천,1.05
2013,1,동해,1.83
2013,1,목포,1.49
2013,1,문경,1.55
2013,1,밀양,1.46
2013,1,백령도,0.62
2013,1,보령,1.36
2013,1,보성군,1.82
2013,1,보은,1.48
2013,1,봉화,1.16
2013,1,부산,1.81
2013,1,부안,1.36
2013,1,부여,1.72
2013,1,북강릉,1.89
2013,1,북창원,1.92
2013,1,산청,1.52
2013,1,상주,1.24
2013,1,서귀포,2.28
2013,1,서산,1.8
2013,1,서울,1.37
2013,1,성산,2.21
2013,1,속초,1.77
2013,1,수원,1.39
2013,1,순창군,1.79
2013,1,순천,1.73
2013,1,안동,1.14
2013,1,양산시,2.2
2013,1,양평,1.6
2013,1,여수,2.35
2013,1,영광군,1.69
2013,1,영덕,1.42
2013,1,영월,1.38
2013,1,영주,1.61
2013,1,영천,1.38
2013,1,완도,2.96
2013,1,울릉도,2.76
2013,1,울산,1.4
2013,1,울진,1.65
