관측시간,지역,PM2.5(μg/m³),PM10(μg/m³),아황산가스(ppm),오존(ppm),이산화질소(ppm),일산화질소(ppm)
202111,수원,23,46,0.003,0.018,0.033,0.6
202112,수원,22,40,0.003,0.013,0.034,0.6
202201,수원,28,43,0.003,0.014,0.037,0.6
202202,수원,25,41,0.002,0.025,0.03,0.5
202203,수원,23,45,0.002,0.028,0.028,0.5
202204,수원,20,48,0.002,0.044,0.019,0.4
202205,수원,16,36,0.002,0.05,0.015,0.4
202206,수원,11,24,0.002,0.037,0.012,0.4
202207,수원,15,28,0.002,0.037,0.012,0.4
202208,수원,10,22,0.002,0.029,0.012,0.4
202209,수원,12,26,0.002,0.03,0.017,0.4
202210,수원,8,31,0.002,0.022,0.024,0.4
202211,수원,22,42,0.002,0.016,0.032,0.5
202212,수원,19,37,0.002,0.013,0.03,0.5
202301,수원,27,49,0.0022,0.0156,0.0279,0.57
202302,수원,31,48,0.0022,0.0198,0.0298,0.56
202303,수원,29,73,0.0023,0.032,0.0265,0.5
202304,수원,22,70,0.0017,0.0384,0.0162,0.4
202305,수원,18,42,0.0018,0.0417,0.016,0.39
202306,수원,17,31,0.0018,0.0489,0.0123,0.44
202307,수원,15,28,0.0018,0.0365,0.0109,0.5
202308,수원,14,24,0.0019,0.0341,0.0111,0.5
202309,수원,12,23,0.0018,0.0311,0.0145,0.48
202310,수원,16,31,0.0021,0.0251,0.0217,0.47
202311,수원,17,32,0.0023,0.0222,0.0227,0.44
202312,수원,22,37,0.0023,0.0173,0.0275,0.54
202401,수원,25,35,0.0019,0.0178,0.026,0.52
202402,수원,24,34,0.0016,0.0232,0.0232,0.49
202403,수원,22,52,0.0018,0.0344,0.0184,0.41
202404,수원,22,55,0.0019,0.041,0.0192,0.44
202405,수원,16,33,0.0017,0.0409,0.014,0.36
202406,수원,18,33,0.002,0.0503,0.0143,0.39
201201,강릉,,53,0.011,0.017,0.017,0.7
201202,강릉,,46,0.008,0.019,0.016,0.5
201203,강릉,,50,0.007,0.029,0.016,0.6
201204,강릉,,57,0.004,0.034,0.014,0.4
201205,강릉,,47,0.004,0.037,0.015,0.4
201206,강릉,,38,0.003,0.03,0.013,0.3
201207,강릉,,27,0.002,0.026,0.011,0.3
201208,강릉,,21,0.002,0.02,0.011,0.4
201209,강릉,,24,0.003,0.025,0.011,0.4
201210,강릉,,34,0.004,0.028,0.013,0.5
201211,강릉,,41,0.006,0.023,0.013,0.6
201212,강릉,,36,0.008,0.019,0.015,0.6
201301,강릉,,55,0.01,0.022,0.019,0.7
201302,강릉,,47,0.007,0.029,0.016,0.7
201303,강릉,,55,0.006,0.036,0.015,0.6
201304,강릉,,45,0.005,0.039,0.012,0.6
201305,강릉,,44,0.003,0.037,0.012,0.3
201306,강릉,,30,0.004,0.025,0.012,0.2
201307,강릉,,29,0.002,0.026,0.01,0.3
201308,강릉,,33,0.002,0.031,0.009,0.4
201309,강릉,,31,0.003,0.023,0.01,0.5
201310,강릉,,30,0.004,0.024,0.012,0.8
201311,강릉,,35,0.006,0.023,0.012,1.2
201312,강릉,,45,0.008,0.018,0.015,0.7
201401,강릉,,51,0.008,0.02,0.013,0.7
201402,강릉,,56,0.004,0.012,0.018,0.8
201403,강릉,,60,0.004,0.027,0.013,0.5
201404,강릉,,56,0.005,0.038,0.012,0.5
201405,강릉,,56,0.003,0.043,0.014,0.3
201406,강릉,,41,0.002,0.032,0.012,0.2
201407,강릉,,37,0.002,0.036,0.013,0.3
201408,강릉,,32,0.002,0.029,0.012,0.2
201409,강릉,,32,0.002,0.027,0.01,0.7
201410,강릉,,39,0.003,0.027,0.014,0.7
201411,강릉,,39,0.005,0.022,0.016,0.8
201412,강릉,,50**,0.007,0.024**,0.013,0.6
201501,강릉,20,48,0.007,0.022,0.014,0.8
201502,강릉,24,74,0.007,0.025,0.014,0.6
201503,강릉,25,72,0.006,0.032,0.015,0.6
201504,강릉,20,55,0.004,0.037,0.012,0.4
201505,강릉,21,54,0.003,0.046,0.012,0.4
201506,강릉,21,43,0.003,0.039,0.011,0.3
201507,강릉,17,34,0.002,0.027,0.01,0.3
201508,강릉,22,37,0.002,0.033,0.009,0.3
201509,강릉,12,34,0.002,0.026,0.01,0.4
201510,강릉,16,47,0.003,0.031,0.013,0.4
201511,강릉,14,39,0.004,0.022,0.014,0.5
201512,강릉,25,46,0.005,0.021,0.016,0.6
201601,강릉,28,43,0.004,0.026,0.015,0.6
201602,강릉,28,49,0.005,0.029,0.015,0.8
201603,강릉,35,63,0.005,0.034,0.018,0.5
201604,강릉,30,69,0.003,0.042,0.015,0.4
201605,강릉,32,58,0.002,0.048,0.015,0.4
201606,강릉,30,44,0.002,0.039,0.014,0.3
201607,강릉,23,33,0.002,0.026,0.011,0.3
201608,강릉,17,33,0.002,0.026,0.007,0.3
201609,강릉,25,38,0.002,0.024,0.009,0.4
201610,강릉,24,44,0.003,0.023,0.014,0.5
201611,강릉,29,53,0.004,0.023,0.017,0.7
201612,강릉,26,40,0.005,0.022,0.015,0.6
201701,강릉,30,48,0.005,0.011,0.011,0.6
201702,강릉,29,52,0.004,0.031,0.013,0.5
201703,강릉,37,62,0.004,0.015,0.015,0.4
201704,강릉,27,55,0.003,0.048,0.008,0.3
201705,강릉,29,61,0.003,0.052,0.014,0.3
201706,강릉,24,38,0.001,0.042,0.012,0.3
201707,강릉,21,33,0.001,0.033,0.011,0.2
201708,강릉,15,29,0.002,0.022,0.013,0.3
201709,강릉,21,41,0.003,0.034,0.012,0.5
201710,강릉,17,39,0.003,0.026,0.011,0.5
201711,강릉,21,37,0.003,0.029,0.012,0.6
201712,강릉,25*,29,0.004,0.025,0.012,0.6
201801,강릉,27*,33,0.005,0.027,0.02,0.5
201802,강릉,23,37,0.005,0.03,0.011,0.5
201803,강릉,25,37,0.005,0.038,0.015,0.4
201804,강릉,24,49,0.002,0.044,0.015,0.3
201805,강릉,21,47,0.002,0.046,0.013,0.3
201806,강릉,18,37,0.002,0.048,0.013,0.3
201807,강릉,17,32,0.002,0.033,0.011,0.2
201808,강릉,13,31,0.002,0.025,0.01,0.3
201809,강릉,17,24,0.003,0.027,0.012,0.3
201810,강릉,14**,17**,0.003**,0.033**,0.006**,0.2**
201811,강릉,19,46,0.003,0.028,0.018,0.3
201812,강릉,16,30,0.004,0.024,0.017,0.3
201901,강릉,23,41,0.005,0.029,0.017,0.3
201902,강릉,25,42,0.004,0.034,0.016,0.4
201903,강릉,32,51,0.003,0.046,0.014,0.3
201904,강릉,16,36,0.002,0.042,0.013,0.3
201905,강릉,21,47,0.002,0.059,0.012,0.3
201906,강릉,16,32,0.002,0.045,0.01,0.3
201907,강릉,14,29,0.001,0.038,0.008,0.3
201908,강릉,12,28,0.001,0.034,0.009,0.4
201909,강릉,10,25,0.001,0.028,0.009,0.2
201910,강릉,13*,29*,0.001*,0.026*,0.009*,0.2*
201911,강릉,,,,,,
201912,강릉,17,30,0.002,0.028,0.015,0.4
202001,강릉,14,25,0.002,0.028,0.014,0.5
202002,강릉,19,32,0.003,0.033,0.014,0.6*
202003,강릉,16,36,0.002,0.039,0.011,0.4
202004,강릉,15,38,0.002,0.047,0.011**,0.3
202005,강릉,12,32,0.003,0.042,0.011,0.5
202006,강릉,18,42,0.003,0.047,0.01,0.4
202007,강릉,8,14**,0.002,0.029,0.01,0.5
202008,강릉,11,17,0.002,0.026,0.011,0.5
202009,강릉,11,27,0.003,0.035,0.009,0.5
202010,강릉,14,31,0.002,0.037,0.01,0.5
202011,강릉,19*,32,0.003,0.033,0.013,0.4
202012,강릉,,30,0.003,0.033,0.014,0.4
202101,강릉,12**,32,0.003,0.031,0.015,0.4
202102,강릉,17,39,0.003,0.037,0.014,0.3
202103,강릉,16,55,0.003,0.04,0.015,0.5
202104,강릉,13,45,0.002,0.046,0.011,0.3
202105,강릉,14,50,0.002,0.048,0.009,0.4
202106,강릉,10,28,0.002,0.04,0.01,0.4
202107,강릉,9,21,0.002,0.03,0.01,0.3
202108,강릉,6,20,0.002,0.032,0.01,0.2
202109,강릉,5,15,0.003,0.029,0.009,0.2
202110,강릉,8,21,0.003,0.034,0.008,0.3
202111,강릉,14,32,0.003,0.035,0.012,0.3
202112,강릉,11,26,0.003,0.031,0.013,0.3
202201,강릉,15,29,0.004,0.03,0.016,0.4
202202,강릉,16,27,0.003,0.041,0.012,0.4
202203,강릉,19*,42**,0.003,0.045,0.011,0.3
202204,강릉,15,39,0.002,0.052,0.009,0.2
202205,강릉,14,30,0.002,0.058,0.009,0.2
202206,강릉,9,21,0.002,0.04,0.008,0.2
202207,강릉,7,16,0.002,0.029,0.007,0.2
202208,강릉,11,17,0.002,0.028,0.009,0.2
202209,강릉,10,18,0.002,0.027,0.008,0.3
202210,강릉,14,22,0.002,0.021,0.012,0.3
202211,강릉,19,34,0.002,0.033,0.011,0.4
202212,강릉,17,31,0.003,0.032,0.01,0.5
202301,강릉,14,30,0.0027,0.0338,0.0106,0.45
202302,강릉,18,33,0.0031,0.0361,0.013,0.5
202303,강릉,19,54,0.0025,0.0445,0.0104,0.46
202304,강릉,20,71,0.0019,0.044,0.0086,0.39
202305,강릉,14,35,0.0018,0.0459,0.0085,0.32
202306,강릉,9,20,0.0013,0.0459,0.0067,0.26
202307,강릉,12,23,0.0016,0.0351,0.0079,0.26
202308,강릉,8,16,0.0018,0.0293,0.0059,0.24
202309,강릉,8,15,0.0017,0.0312,0.0055,0.28
202310,강릉,11,21,0.0017,0.0386,0.0071,0.4
202311,강릉,12,20,0.0022,0.0363,0.0078,0.42
202312,강릉,14,25,0.0027,0.0343,0.0094,0.46*
202401,강릉,15,24,0.0027,0.0327,0.0107,0.47
202402,강릉,14,23,0.0022,0.0351,0.0104,0.41
202403,강릉,17,43,0.0022,0.0408,0.0107,0.4
202404,강릉,19,62,0.0017,0.0453,0.0088,0.26
202405,강릉,11,29,0.0013,0.0475,0.007,0.25
202406,강릉,14,27,0.0016,0.0524,0.0071,0.24
" 1. 전체 월평균 오염도는 참고사항이며, 국가전체평균을 의미하는 것은 아님",,,,,,,
2. *의 값은 자료 획득율이 50% 이상이나 75% 미만인 도시의 월평균 값임,,,,,,,
3. **의 값은 자료 획득율이 50% 미만인 도시의 월평균 값임,,,,,,,
"4. 관측점 수치가 없는 경우는 장비교체, 장비점검 등으로 인한 결측",,,,,,,
