연도_분기,지역,최고기온 (C),최저기온 (C),일 평균기온 (C),일 평균 풍속 (m/s),일강수량 (mm),최심 신적설 (cm),일 평균 상대습도 (%),일교차 (C)
2012-4분기,북강릉,11.9,2.6,7.1,2.3,0.9,0.1,51.3,9.3
2012-4분기,북창원,13.4,3.9,8.3,1.6,1.9,0.2,53.3,9.6
2012-4분기,산청,13.0,1.7,6.8,2.1,1.9,0.0,61.5,11.3
2012-4분기,상주,10.5,0.2,4.9,1.8,1.4,0.0,65.3,10.2
2012-4분기,서귀포,17.3,10.3,13.6,2.5,3.0,0.0,62.9,6.9
2012-4분기,서산,10.7,0.9,5.7,2.1,2.7,0.3,78.8,9.7
2012-4분기,서울,9.8,1.8,5.6,2.6,2.3,0.2,57.5,8.0
2012-4분기,성산,15.6,8.3,11.9,3.3,4.6,0.1,74.8,7.3
2012-4분기,속초,11.8,3.5,7.6,2.5,1.5,0.1,56.3,8.3
2012-4분기,수원,10.5,1.0,5.6,1.5,2.3,0.3,70.6,9.5
2012-4분기,순창군,12.4,0.8,6.1,1.7,1.9,0.5,72.2,11.6
2012-4분기,순천,12.9,1.2,5.5,1.9,2.3,0.3,71.3,11.7
2012-4분기,안동,11.3,0.1,5.3,1.6,1.2,0.3,66.8,11.3
2012-4분기,양산시,14.3,4.3,9.1,2.1,2.3,0.1,52.7,10.0
2012-4분기,양평,9.8,-0.8,4.0,1.4,2.2,0.0,72.8,10.5
2012-4분기,여수,13.2,6.6,9.7,4.4,2.0,0.0,65.5,6.6
2012-4분기,영광군,12.2,2.4,7.2,2.6,2.3,0.5,71.0,9.8
2012-4분기,영덕,13.0,3.1,7.7,3.1,1.0,0.0,53.4,9.9
2012-4분기,영월,10.2,-1.4,3.8,1.4,1.6,0.0,71.0,11.7
2012-4분기,영주,10.2,-1.0,4.3,2.9,2.0,0.0,64.6,11.2
2012-4분기,영천,12.7,0.0,6.0,2.0,1.4,0.0,62.5,12.6
2012-4분기,완도,13.7,5.6,9.5,3.2,2.4,0.1,64.6,8.2
2012-4분기,울릉도,11.4,6.0,8.4,4.0,4.8,1.2,66.9,5.3
2012-4분기,울산,14.3,4.1,8.7,2.0,1.8,0.1,55.8,10.1
2012-4분기,울진,13.0,2.7,7.7,2.9,0.8,0.0,57.9,10.4
2012-4분기,원주,9.9,-0.7,4.2,1.3,1.6,0.3,64.7,10.5
2012-4분기,의령군,13.8,0.4,6.3,1.3,1.9,0.2,71.9,13.4
2012-4분기,의성,12.0,-2.8,4.0,1.2,1.0,0.0,70.7,14.8
2012-4분기,이천,10.1,-1.7,3.7,1.2,1.8,0.0,67.9,11.9
2012-4분기,인제,9.6,-1.6,3.4,1.7,1.7,0.0,70.5,11.2
2012-4분기,인천,9.8,2.4,6.0,3.5,2.4,0.3,71.3,7.4
2012-4분기,임실,10.7,-2.0,4.1,1.3,2.0,0.0,70.7,12.6
2012-4분기,장수,10.6,-2.2,3.8,1.8,2.3,0.0,74.9,12.8
2012-4분기,장흥,13.9,2.8,8.2,2.3,1.7,0.0,69.4,11.1
2012-4분기,전주,12.8,2.4,7.2,1.7,2.0,0.4,67.3,10.4
2012-4분기,정선군,9.3,-1.6,3.2,1.7,1.2,0.0,67.9,10.9
2012-4분기,정읍,12.5,2.8,7.4,1.3,1.9,0.0,67.7,9.7
2012-4분기,제주,15.2,9.7,12.3,3.7,2.8,0.0,70.1,5.5
2012-4분기,제천,9.2,-3.5,2.4,1.4,2.0,0.0,74.2,12.7
2012-4분기,진주,13.6,1.1,6.9,1.1,2.1,0.2,66.3,12.5
2012-4분기,창원,13.9,5.4,9.3,1.9,1.9,0.2,53.3,8.4
2012-4분기,천안,10.9,-0.2,5.1,2.0,1.9,0.4,70.3,11.0
2012-4분기,철원,8.4,-3.2,2.5,1.4,2.0,0.3,71.3,11.6
2012-4분기,청송군,10.9,-2.0,3.8,1.4,0.9,0.2,62.1,12.9
2012-4분기,청주,10.8,1.6,6.0,1.2,1.8,0.4,66.6,9.2
2012-4분기,추풍령,9.8,-0.3,4.7,2.9,1.7,0.0,67.9,10.2
2012-4분기,춘천,9.1,-1.6,3.4,1.1,2.0,0.4,74.8,10.8
2012-4분기,충주,10.0,-1.1,4.0,1.5,1.8,0.0,69.3,11.1
2012-4분기,태백,8.3,-2.7,2.4,1.7,1.2,0.0,64.0,11.0
2012-4분기,통영,13.8,5.6,9.4,2.6,2.8,0.1,60.8,8.2
2012-4분기,파주,10.0,-1.7,3.8,1.4,2.0,0.0,73.0,11.7
2012-4분기,포항,13.5,4.9,9.0,2.4,1.3,0.1,49.7,8.6
2012-4분기,함양군,13.4,0.6,6.3,1.5,1.5,0.3,72.0,12.8
2012-4분기,합천,13.6,0.8,6.5,1.3,1.5,0.0,65.9,12.8
2012-4분기,해남,13.9,2.9,8.4,2.0,2.0,0.0,72.9,11.0
2012-4분기,홍천,9.5,-2.1,3.0,1.1,1.7,0.0,70.0,11.6
2012-4분기,흑산도,13.0,8.7,10.7,5.7,2.6,0.1,70.4,4.3
2013-1분기,강릉,7.6,-1.3,2.9,2.9,1.7,0.0,47.4,9.0
2013-1분기,강진군,8.8,-2.1,3.0,3.1,2.0,0.0,62.6,10.9
2013-1분기,강화,3.4,-6.4,-1.4,1.9,1.0,0.0,63.9,9.8
2013-1분기,거제,9.9,0.3,5.1,1.8,2.2,0.0,53.6,9.6
2013-1분기,거창,8.6,-5.6,1.2,1.9,1.3,0.1,58.2,14.2
2013-1분기,경주시,9.3,-3.2,2.8,2.9,1.2,0.0,51.7,12.5
2013-1분기,고산,6.7,-2.2,1.5,5.5,2.3,0.0,71.4,8.9
2013-1분기,고산(제주),9.7,3.8,6.7,8.1,1.6,0.0,68.9,5.8
2013-1분기,고창,8.0,-2.6,2.5,3.0,1.5,0.1,78.1,10.6
2013-1분기,고창군,7.9,-2.8,2.3,1.9,1.5,0.1,63.0,10.7
2013-1분기,고흥,9.8,-1.8,3.9,2.4,1.9,0.0,61.4,11.6
2013-1분기,광양시,11.0,0.7,5.6,2.2,2.0,0.0,55.1,10.3
2013-1분기,광주,9.1,-1.6,3.2,2.0,1.6,0.0,60.8,10.6
2013-1분기,구미,8.3,-3.3,2.2,2.0,1.0,0.0,54.3,11.7
2013-1분기,군산,6.0,-3.6,1.1,2.3,1.7,0.1,74.8,9.6
2013-1분기,금산,7.4,-6.4,0.1,1.2,1.6,0.0,61.7,13.9
2013-1분기,김해시,9.8,-0.6,4.4,2.4,1.9,0.0,47.7,10.4
2013-1분기,남원,8.3,-5.4,1.1,1.7,1.4,0.0,59.9,13.7
2013-1분기,남해,10.0,-0.4,4.6,1.4,3.3,0.0,52.6,10.4
2013-1분기,대관령,1.6,-9.9,-3.9,4.2,1.6,1.2,62.7,11.5
2013-1분기,대구,9.7,-1.0,4.1,2.1,1.1,0.0,45.2,10.7
2013-1분기,대전,7.2,-4.0,1.4,1.6,1.7,0.2,64.5,11.2
2013-1분기,동두천,5.9,-6.1,-0.7,1.7,1.0,0.0,61.3,12.0
2013-1분기,동해,7.5,-1.0,3.2,2.8,1.8,0.0,50.6,8.5
2013-1분기,목포,7.6,-0.9,2.9,3.8,1.5,0.0,77.7,8.5
2013-1분기,문경,6.9,-4.5,1.0,2.2,1.5,0.0,48.4,11.5
2013-1분기,밀양,10.6,-3.1,3.5,1.5,1.5,0.0,52.8,13.6
2013-1분기,백령도,1.9,-3.1,-0.8,4.2,0.6,0.4,65.9,5.0
2013-1분기,보령,5.8,-3.5,1.1,1.9,1.4,0.1,67.4,9.4
2013-1분기,보성군,9.5,-1.6,3.8,3.5,1.8,0.0,61.0,11.0
2013-1분기,보은,6.4,-6.8,-0.5,1.6,1.5,0.0,62.1,13.2
2013-1분기,봉화,5.6,-8.3,-1.6,1.6,1.2,0.0,61.1,14.0
2013-1분기,부산,10.4,1.6,5.8,3.3,1.8,0.0,45.9,8.8
2013-1분기,부안,6.8,-3.6,1.4,1.8,1.4,0.0,68.1,10.3
2013-1분기,부여,6.9,-5.4,0.4,1.4,1.7,0.0,67.9,12.3
2013-1분기,북강릉,7.0,-2.6,2.1,2.3,1.9,0.8,48.8,9.5
2013-1분기,북창원,9.6,-0.6,4.4,1.7,1.9,0.0,45.5,10.3
2013-1분기,산청,9.6,-3.0,3.1,2.3,1.5,0.0,50.1,12.6
2013-1분기,상주,7.0,-4.0,1.2,2.3,1.2,0.0,54.3,11.0
2013-1분기,서귀포,12.9,5.6,9.2,2.3,2.3,0.0,65.2,7.3
2013-1분기,서산,5.3,-5.0,0.1,2.1,1.8,0.2,75.0,10.3
2013-1분기,서울,4.7,-3.6,0.2,2.9,1.4,0.3,53.3,8.3
2013-1분기,성산,11.1,2.5,6.9,3.5,2.2,0.0,72.5,8.6
2013-1분기,속초,6.5,-2.0,2.3,2.5,1.8,0.8,55.9,8.5
2013-1분기,수원,5.4,-4.7,0.2,1.7,1.4,0.3,67.0,10.1
2013-1분기,순창군,8.2,-4.4,1.6,2.0,1.8,0.0,64.0,12.6
2013-1분기,순천,8.7,-3.5,2.3,2.4,1.7,0.0,59.8,12.2
2013-1분기,안동,8.0,-4.8,1.5,1.8,1.1,0.1,56.8,12.8
2013-1분기,양산시,10.5,-0.2,5.0,2.3,2.2,0.0,48.2,10.7
2013-1분기,양평,5.6,-5.8,-0.4,1.5,1.6,0.0,63.7,11.4
2013-1분기,여수,8.9,1.2,4.9,4.5,2.4,0.0,60.9,7.7
2013-1분기,영광군,7.0,-3.5,1.6,2.7,1.7,0.1,69.7,10.5
2013-1분기,영덕,9.1,-1.6,3.6,3.3,1.4,0.0,48.8,10.7
2013-1분기,영월,6.2,-6.7,-0.5,1.5,1.4,0.0,62.0,12.9
2013-1분기,영주,6.3,-5.3,0.5,3.5,1.6,0.0,54.6,11.6
2013-1분기,영천,9.0,-4.0,2.3,2.2,1.4,0.0,53.6,13.0
2013-1분기,완도,9.1,-0.3,4.0,3.4,3.0,0.0,62.0,9.4
2013-1분기,울릉도,6.1,0.0,2.7,4.0,2.8,1.1,67.4,6.1
2013-1분기,울산,10.6,-0.7,4.6,1.8,1.4,0.0,50.5,11.3
2013-1분기,울진,8.3,-1.9,3.1,3.1,1.6,0.4,55.1,10.1
2013-1분기,원주,5.7,-5.7,-0.3,1.5,1.2,0.2,58.4,11.4
2013-1분기,의령군,10.3,-4.0,2.7,1.5,1.4,0.0,62.1,14.4
2013-1분기,의성,8.4,-7.4,0.1,1.4,1.0,0.0,60.8,15.9
2013-1분기,이천,5.7,-6.3,-0.6,1.4,1.3,0.0,59.0,12.0
2013-1분기,인제,5.0,-7.3,-1.3,1.8,1.1,0.0,62.0,12.3
2013-1분기,인천,3.8,-3.5,-0.0,3.5,1.4,0.3,70.8,7.4
2013-1분기,임실,6.6,-6.6,-0.3,1.5,1.5,0.0,63.5,13.2
2013-1분기,장수,6.4,-7.0,-0.4,2.0,2.1,0.0,66.8,13.4
2013-1분기,장흥,9.4,-2.5,3.3,2.6,1.7,0.0,64.0,11.9
2013-1분기,전주,8.1,-2.8,2.4,1.9,1.6,0.1,61.1,10.9
2013-1분기,정선군,5.3,-7.1,-1.2,1.9,1.5,0.0,60.5,12.4
2013-1분기,정읍,8.0,-3.0,2.2,1.4,1.4,0.0,62.2,11.0
2013-1분기,제주,10.9,4.1,7.3,3.3,1.5,0.0,70.5,6.9
2013-1분기,제천,4.9,-8.5,-2.0,1.6,1.6,0.0,66.8,13.4
2013-1분기,진주,10.0,-3.6,3.0,1.1,1.8,0.0,58.0,13.5
2013-1분기,창원,9.6,0.4,4.9,2.1,1.9,0.0,47.9,9.2
2013-1분기,천안,6.0,-5.3,0.2,2.3,1.2,0.2,63.0,11.4
2013-1분기,철원,3.4,-9.1,-3.0,1.4,1.1,0.4,65.4,12.5
2013-1분기,청송군,7.6,-6.6,0.2,1.6,0.9,0.0,54.6,14.2
2013-1분기,청주,6.6,-3.5,1.2,1.2,1.2,0.1,58.3,10.1
2013-1분기,추풍령,6.3,-4.6,0.8,3.3,1.4,0.0,57.4,10.9
2013-1분기,춘천,4.6,-7.7,-1.9,1.2,1.4,0.4,67.8,12.3
2013-1분기,충주,5.9,-6.1,-0.3,1.6,1.4,0.0,59.8,12.0
2013-1분기,태백,4.5,-7.2,-1.6,1.7,1.2,0.0,55.5,11.7
2013-1분기,통영,9.4,0.7,4.9,2.5,1.9,0.0,58.1,8.7
2013-1분기,파주,4.8,-7.6,-1.6,1.5,1.1,0.0,66.9,12.4
2013-1분기,포항,10.0,0.2,4.8,2.5,1.4,0.0,45.3,9.8
2013-1분기,함양군,9.6,-3.9,2.5,1.9,1.3,0.0,62.5,13.5
2013-1분기,합천,10.4,-3.9,2.8,1.3,1.2,0.0,56.3,14.3
2013-1분기,해남,9.2,-2.5,3.1,2.2,1.9,0.0,70.0,11.7
2013-1분기,홍천,5.2,-7.8,-1.8,1.1,1.2,0.0,61.7,13.0
2013-1분기,흑산도,7.2,1.9,4.3,5.9,1.5,0.2,73.4,5.3
2013-2분기,강릉,21.2,12.7,16.8,2.2,1.9,0.0,62.0,8.5
2013-2분기,강진군,22.5,11.7,16.9,2.9,3.9,0.0,68.2,10.8
2013-2분기,강화,20.4,10.4,15.2,2.4,2.8,0.0,74.9,10.0
2013-2분기,거제,22.5,13.4,17.6,2.1,5.3,0.0,63.6,9.1
2013-2분기,거창,23.1,10.1,16.5,2.0,2.2,0.0,65.8,13.1
2013-2분기,경주시,23.5,10.9,16.7,2.6,2.4,0.0,65.2,12.6
2013-2분기,고산,20.1,10.7,14.5,5.1,4.4,0.0,73.9,9.4
2013-2분기,고산(제주),19.8,13.8,16.5,5.3,3.1,0.0,79.9,6.0
2013-2분기,고창,22.2,11.1,16.3,2.6,2.4,0.0,81.3,11.1
2013-2분기,고창군,23.1,11.4,16.9,1.9,2.3,0.0,66.3,11.7
2013-2분기,고흥,22.4,11.8,17.0,2.1,4.1,0.0,72.1,10.6
2013-2분기,광양시,23.3,13.7,18.1,2.0,5.8,0.0,71.1,9.6
2013-2분기,광주,24.3,13.1,18.2,2.1,2.5,0.0,64.4,11.1
2013-2분기,구미,24.3,12.1,18.0,1.8,2.7,0.0,60.9,12.3
2013-2분기,군산,21.5,11.5,16.0,2.4,3.2,0.0,81.1,10.0
2013-2분기,금산,23.4,10.1,16.6,1.4,3.1,0.0,64.0,13.3
2013-2분기,김해시,23.9,13.9,18.4,2.4,4.4,0.0,59.9,10.0
2013-2분기,남원,23.9,10.4,16.9,1.7,2.4,0.0,63.1,13.5
2013-2분기,남해,23.3,13.2,17.9,1.5,6.8,0.0,63.0,10.2
2013-2분기,대관령,17.7,6.7,11.9,3.4,2.3,0.1,71.9,11.0
2013-2분기,대구,25.0,13.8,19.0,2.3,2.1,0.0,55.3,11.2
2013-2분기,대전,23.4,12.4,17.8,1.8,4.0,0.0,68.5,11.0
2013-2분기,동두천,23.9,11.4,17.0,1.8,2.3,0.0,62.4,12.5
2013-2분기,동해,19.8,12.3,15.8,2.6,2.1,0.0,68.5,7.5
2013-2분기,목포,21.2,12.7,16.5,2.9,2.9,0.0,81.1,8.4
2013-2분기,문경,23.1,10.8,16.6,1.9,5.3,0.0,59.9,12.3
2013-2분기,밀양,24.9,11.9,18.2,1.7,3.3,0.0,61.1,13.0
2013-2분기,백령도,16.9,10.2,13.2,4.7,2.0,0.0,72.5,6.7
2013-2분기,보령,20.7,10.9,15.5,2.0,3.8,0.0,73.5,9.8
2013-2분기,보성군,23.0,12.1,17.4,2.9,5.6,0.0,69.3,11.0
2013-2분기,보은,22.8,9.8,16.1,1.5,3.9,0.0,69.3,13.0
2013-2분기,봉화,21.4,7.8,14.4,1.5,3.8,0.0,70.3,13.5
2013-2분기,부산,21.6,14.2,17.6,3.3,5.5,0.0,61.7,7.4
2013-2분기,부안,22.0,11.5,16.3,2.0,3.1,0.0,69.2,10.5
2013-2분기,부여,23.0,10.7,16.6,1.5,4.4,0.0,70.4,12.3
2013-2분기,북강릉,20.5,11.4,15.7,2.0,1.9,0.0,64.4,9.1
2013-2분기,북창원,23.6,13.1,17.9,1.5,4.3,0.0,57.2,10.5
2013-2분기,산청,23.8,11.7,17.6,1.9,3.7,0.0,61.2,12.2
2013-2분기,상주,23.6,11.5,17.1,1.7,3.3,0.0,62.3,12.2
2013-2분기,서귀포,22.1,15.5,18.6,2.5,4.7,0.0,73.3,6.6
2013-2분기,서산,21.6,10.3,15.7,2.3,3.0,0.0,78.2,11.3
2013-2분기,서울,22.6,13.3,17.6,2.9,2.5,0.0,57.3,9.3
2013-2분기,성산,21.2,13.9,17.5,3.1,5.4,0.0,76.3,7.3
2013-2분기,속초,19.7,12.2,15.9,2.4,1.8,0.0,69.6,7.4
2013-2분기,수원,22.6,12.0,16.9,1.8,2.9,0.0,70.1,10.6
2013-2분기,순창군,23.9,11.3,17.4,1.9,2.9,0.0,65.5,12.7
2013-2분기,순천,22.7,10.6,16.4,1.9,4.4,0.0,67.7,12.1
2013-2분기,안동,23.9,11.5,17.5,1.8,4.0,0.0,62.3,12.4
2013-2분기,양산시,23.6,13.4,18.2,2.6,4.5,0.0,57.7,10.3
2013-2분기,양평,23.4,11.5,17.2,1.6,3.1,0.0,64.2,12.0
2013-2분기,여수,21.1,14.2,17.2,3.5,4.9,0.0,76.7,6.9
2013-2분기,영광군,22.3,11.4,16.5,2.4,2.9,0.0,73.5,10.8
2013-2분기,영덕,22.1,11.7,16.6,3.0,3.1,0.0,65.1,10.4
2013-2분기,영월,23.6,10.3,16.6,1.6,3.8,0.0,66.1,13.3
2013-2분기,영주,23.0,10.4,16.5,2.5,5.0,0.0,61.9,12.6
2013-2분기,영천,23.8,11.0,17.0,2.1,2.4,0.0,62.6,12.7
2013-2분기,완도,22.5,13.1,17.4,3.4,4.9,0.0,69.0,9.4
2013-2분기,울릉도,18.4,11.9,14.8,3.5,3.7,0.0,72.3,6.5
2013-2분기,울산,23.1,12.7,17.5,1.8,3.5,0.0,62.4,10.4
2013-2분기,울진,19.7,10.8,15.0,2.5,3.1,0.0,74.3,8.9
2013-2분기,원주,23.4,11.7,17.4,1.7,4.0,0.0,65.5,11.7
2013-2분기,의령군,24.6,10.9,17.4,1.5,3.5,0.0,67.9,13.8
2013-2분기,의성,24.5,9.6,16.9,1.4,3.5,0.0,65.4,14.9
2013-2분기,이천,23.4,10.9,15.6,1.5,3.4,0.0,60.0,12.5
2013-2분기,인제,22.4,10.2,15.8,2.1,2.5,0.0,65.6,12.3
2013-2분기,인천,19.8,12.3,15.7,3.2,2.4,0.0,77.2,7.4
2013-2분기,임실,22.2,9.3,15.6,1.7,3.0,0.0,66.4,13.0
2013-2분기,장수,22.2,9.2,15.6,2.0,2.7,0.0,69.1,12.9
2013-2분기,장흥,23.0,11.5,17.1,2.3,4.1,0.0,73.3,11.5
2013-2분기,전주,24.3,12.3,17.9,2.0,3.1,0.0,64.6,12.0
2013-2분기,정선군,22.4,9.9,14.2,1.7,2.9,0.0,64.8,12.5
2013-2분기,정읍,24.0,12.1,17.6,1.6,2.3,0.0,65.0,11.9
2013-2분기,제주,21.6,14.8,17.9,3.0,3.5,0.0,78.4,6.7
2013-2분기,제천,22.6,9.2,15.6,1.7,3.9,0.0,67.3,13.4
2013-2분기,진주,23.5,11.0,17.0,1.3,4.7,0.0,67.9,12.5
2013-2분기,창원,22.9,13.8,17.9,2.0,5.1,0.0,62.5,9.1
2013-2분기,천안,23.5,11.1,17.1,2.2,3.1,0.0,64.5,12.4
2013-2분기,철원,22.1,10.0,15.9,2.0,1.9,0.0,65.2,12.1
2013-2분기,청송군,22.8,8.7,15.4,1.5,3.5,0.0,70.0,14.0
2013-2분기,청주,24.0,13.0,18.2,1.6,4.3,0.0,59.7,11.0
2013-2분기,추풍령,22.3,10.8,16.4,2.7,3.1,0.0,64.3,11.4
2013-2분기,춘천,23.1,11.1,16.9,1.5,2.7,0.0,64.7,12.0
2013-2분기,충주,23.3,11.1,17.1,1.8,3.3,0.0,61.4,12.2
2013-2분기,태백,19.9,8.3,13.7,1.9,3.2,0.0,66.8,11.5
2013-2분기,통영,20.8,13.2,16.6,2.2,5.6,0.0,70.9,7.7
2013-2분기,파주,23.2,10.9,16.7,1.8,2.5,0.0,70.8,12.3
2013-2분기,포항,22.6,14.0,17.8,2.2,2.4,0.0,65.0,8.6
2013-2분기,함양군,23.9,10.3,16.9,1.5,2.0,0.0,72.7,13.5
2013-2분기,합천,24.8,11.1,17.7,1.5,2.8,0.0,61.0,13.6
2013-2분기,해남,22.8,11.6,16.9,2.3,3.1,0.0,74.4,11.2
2013-2분기,홍천,23.6,10.3,16.6,1.4,2.6,0.0,62.4,13.2
2013-2분기,흑산도,18.8,11.8,14.8,4.3,2.9,0.0,83.4,7.1
2013-3분기,강릉,29.3,22.3,25.5,2.1,4.7,0.0,67.7,7.0
2013-3분기,강진군,29.7,21.4,23.8,2.2,5.7,0.0,77.7,8.2
2013-3분기,강화,27.5,20.2,23.6,2.2,9.2,0.0,88.8,7.3
2013-3분기,거제,30.1,23.1,26.1,2.1,3.3,0.0,71.9,7.1
2013-3분기,거창,29.6,19.4,23.8,1.4,7.2,0.0,79.9,10.2
2013-3분기,경주시,31.3,20.7,22.5,2.0,3.6,0.0,73.8,10.7
2013-3분기,고산,26.8,20.5,22.7,4.0,5.6,0.0,88.8,6.3
2013-3분기,고산(제주),28.4,23.5,25.7,5.2,1.8,0.0,82.2,4.8
2013-3분기,고창,29.4,21.1,24.8,2.5,8.2,0.0,83.0,8.3
2013-3분기,고창군,30.6,22.0,25.8,1.8,6.6,0.0,76.6,8.6
2013-3분기,고흥,29.8,21.7,25.4,1.6,5.6,0.0,81.5,8.1
2013-3분기,광양시,30.6,23.0,22.2,1.5,5.5,0.0,78.4,7.7
2013-3분기,광주,30.8,22.5,26.1,2.4,7.9,0.0,72.2,8.2
2013-3분기,구미,30.7,21.0,25.2,1.2,5.1,0.0,75.9,9.7
2013-3분기,군산,29.3,21.7,25.0,2.4,5.6,0.0,87.2,7.5
2013-3분기,금산,29.9,20.1,24.3,1.2,5.0,0.0,75.7,9.8
2013-3분기,김해시,31.2,22.8,23.5,2.0,4.1,0.0,68.2,8.5
2013-3분기,남원,30.0,20.6,24.7,1.6,9.1,0.0,77.0,9.4
2013-3분기,남해,30.7,22.5,26.1,1.3,5.2,0.0,77.2,8.1
2013-3분기,대관령,24.1,16.4,19.9,3.4,6.2,0.0,83.9,7.7
2013-3분기,대구,30.6,23.0,25.6,1.6,6.0,0.0,66.6,7.5
2013-3분기,대전,29.5,22.0,25.4,1.5,5.3,0.0,82.4,7.5
2013-3분기,동두천,28.4,20.4,23.8,1.6,11.4,0.0,76.6,8.1
2013-3분기,동해,28.9,21.2,24.5,2.0,4.9,0.0,74.8,7.7
2013-3분기,목포,29.6,22.8,25.6,2.9,6.0,0.0,87.2,6.8
2013-3분기,문경,29.6,19.9,23.9,1.2,5.6,0.0,77.6,9.8
2013-3분기,밀양,32.0,21.6,26.1,1.5,5.3,0.0,70.6,10.4
2013-3분기,백령도,25.2,20.5,22.5,4.4,5.9,0.0,84.8,4.6
2013-3분기,보령,28.3,21.5,24.6,2.7,8.7,0.0,81.3,6.8
2013-3분기,보성군,30.2,22.2,25.8,2.0,5.7,0.0,77.6,8.0
2013-3분기,보은,29.0,19.4,23.5,1.0,5.4,0.0,83.6,9.5
2013-3분기,봉화,27.4,17.5,21.9,1.2,5.6,0.0,85.1,9.9
2013-3분기,부산,29.6,23.3,25.9,3.7,3.3,0.0,67.7,6.3
2013-3분기,부안,29.9,21.7,25.3,2.0,6.9,0.0,75.6,8.2
2013-3분기,부여,29.5,20.8,24.6,1.4,5.9,0.0,82.5,8.7
2013-3분기,북강릉,28.6,20.8,24.4,1.8,4.5,0.0,71.1,7.7
2013-3분기,북창원,30.6,22.3,25.9,1.4,4.0,0.0,74.1,8.3
2013-3분기,산청,30.2,20.6,24.6,1.2,6.8,0.0,76.8,9.6
2013-3분기,상주,30.1,20.2,24.4,1.0,4.4,0.0,76.1,9.9
2013-3분기,서귀포,30.3,25.0,27.3,2.4,2.8,0.0,77.3,5.4
2013-3분기,서산,28.2,20.7,24.2,2.4,5.2,0.0,88.9,7.5
2013-3분기,서울,28.5,22.1,25.0,2.8,10.5,0.0,70.6,6.3
2013-3분기,성산,29.8,23.5,26.4,3.4,3.6,0.0,82.1,6.3
2013-3분기,속초,27.9,21.4,24.5,1.9,7.0,0.0,78.1,6.5
2013-3분기,수원,29.3,21.5,24.9,1.8,8.1,0.0,79.2,7.8
2013-3분기,순창군,30.6,21.4,25.4,1.5,7.9,0.0,75.0,9.2
2013-3분기,순천,29.5,20.4,24.3,1.3,6.3,0.0,80.1,9.1
2013-3분기,안동,30.3,20.5,24.7,1.3,4.4,0.0,75.6,9.7
2013-3분기,양산시,31.4,22.9,26.5,2.7,3.6,0.0,64.0,8.5
2013-3분기,양평,28.9,20.5,24.1,1.2,12.4,0.0,81.8,8.4
2013-3분기,여수,28.7,23.0,25.3,3.4,4.8,0.0,80.1,5.6
2013-3분기,영광군,30.0,22.0,25.6,2.4,7.2,0.0,73.8,8.0
2013-3분기,영덕,30.7,20.9,25.2,2.3,2.5,0.0,72.0,9.8
2013-3분기,영월,28.8,19.8,23.5,1.1,7.5,0.0,83.7,9.0
2013-3분기,영주,28.9,19.2,23.4,1.5,5.0,0.0,78.4,9.7
2013-3분기,영천,30.7,20.4,25.0,1.5,5.2,0.0,72.9,10.3
2013-3분기,완도,30.9,22.5,26.2,2.6,4.6,0.0,76.3,8.4
2013-3분기,울릉도,27.0,21.6,24.0,3.8,2.2,0.0,73.4,5.4
2013-3분기,울산,31.4,22.8,26.6,2.3,2.5,0.0,69.1,8.6
2013-3분기,울진,28.4,20.2,24.1,2.3,3.2,0.0,79.2,8.2
2013-3분기,원주,29.2,20.9,24.5,1.3,10.2,0.0,79.4,8.3
2013-3분기,의령군,29.7,20.0,24.2,1.3,4.5,0.0,88.7,9.6
2013-3분기,의성,31.2,20.0,24.8,1.0,3.8,0.0,78.2,11.2
2013-3분기,이천,29.0,19.8,23.8,1.2,9.3,0.0,76.0,9.2
2013-3분기,인제,28.1,19.8,23.2,1.9,9.9,0.0,81.2,8.3
2013-3분기,인천,27.1,21.8,24.2,3.1,8.4,0.0,87.7,5.2
2013-3분기,임실,29.2,19.6,23.7,1.4,8.9,0.0,78.0,9.6
2013-3분기,장수,27.7,18.3,22.5,1.7,10.2,0.0,81.2,9.4
2013-3분기,장흥,30.2,21.5,25.4,1.6,5.6,0.0,86.1,8.7
2013-3분기,전주,31.5,22.3,26.2,1.8,7.7,0.0,74.7,9.2
2013-3분기,정선군,27.8,19.2,22.7,1.5,8.2,0.0,82.0,8.6
2013-3분기,정읍,31.1,22.3,26.1,1.5,6.6,0.0,73.5,8.8
2013-3분기,제주,30.5,24.5,27.3,2.8,1.9,0.0,73.1,5.9
2013-3분기,제천,28.0,18.8,22.8,1.1,9.1,0.0,80.3,9.2
2013-3분기,진주,30.3,21.2,25.2,1.2,5.2,0.0,79.9,9.1
2013-3분기,창원,30.5,23.0,26.1,1.9,3.6,0.0,73.7,7.5
2013-3분기,천안,29.9,20.8,24.9,1.7,6.5,0.0,81.0,9.1
2013-3분기,철원,27.8,19.4,23.2,1.8,14.9,0.0,83.1,8.4
2013-3분기,청송군,29.3,18.7,23.2,0.8,3.9,0.0,84.6,10.6
2013-3분기,청주,30.1,22.2,25.7,1.4,6.5,0.0,74.1,7.9
2013-3분기,추풍령,28.7,19.4,23.6,1.8,4.2,0.0,78.6,9.3
2013-3분기,춘천,28.3,20.8,24.1,1.2,13.7,0.0,82.0,7.5
2013-3분기,충주,29.3,20.6,24.4,1.3,6.4,0.0,77.4,8.7
2013-3분기,태백,26.7,17.5,21.5,1.8,4.2,0.0,79.6,9.1
