월,월평균기온,월평균일교차,월평균최고기온,월평균최저기온,월평균상대습도,구분,분기,분기평균기온,분기평균일교차,분기평균최고기온,분기평균최저기온,분기평균상대습도,지점번호
10.0,16.39,11.46,22.61,11.15,69.06,월별,,,,,,,강진군
11.0,8.42,11.17,14.55,3.38,70.98,월별,,,,,,,강진군
12.0,2.86,9.5,8.06,-1.44,67.71,월별,,,,,,,강진군
,,,,,,분기별,2013Q1,3.04,10.92,8.8,-2.12,62.61,강진군
,,,,,,분기별,2013Q2,16.89,10.83,22.5,11.67,68.18,강진군
,,,,,,분기별,2013Q3,23.8,8.24,29.65,21.42,77.69,강진군
,,,,,,분기별,2013Q4,9.23,10.7,15.08,4.38,69.23,강진군
1.0,-4.94,9.34,-0.32,-9.66,67.9,월별,,,,,,,강화
2.0,-2.69,9.06,1.62,-7.43,63.46,월별,,,,,,,강화
3.0,3.22,10.85,8.7,-2.14,60.41,월별,,,,,,,강화
4.0,8.48,10.42,13.62,3.2,65.88,월별,,,,,,,강화
5.0,15.29,10.26,20.71,10.45,77.33,월별,,,,,,,강화
6.0,21.82,9.28,26.78,17.49,81.36,월별,,,,,,,강화
7.0,24.11,5.05,26.97,21.92,95.78,월별,,,,,,,강화
8.0,26.12,7.62,30.07,22.45,89.55,월별,,,,,,,강화
9.0,20.34,9.35,25.33,15.98,80.82,월별,,,,,,,강화
10.0,14.25,11.55,20.25,8.7,72.97,월별,,,,,,,강화
11.0,5.09,10.24,10.16,-0.08,73.29,월별,,,,,,,강화
12.0,-1.59,9.62,3.18,-6.44,75.45,월별,,,,,,,강화
,,,,,,분기별,2013Q1,-1.43,9.77,3.39,-6.38,63.94,강화
,,,,,,분기별,2013Q2,15.2,9.99,20.37,10.38,74.88,강화
,,,,,,분기별,2013Q3,23.56,7.32,27.48,20.16,88.8,강화
,,,,,,분기별,2013Q4,5.93,10.47,11.21,0.73,73.91,강화
1.0,1.67,8.49,6.12,-2.37,53.33,월별,,,,,,,거제
2.0,3.73,9.17,8.41,-0.76,50.98,월별,,,,,,,거제
3.0,9.71,11.03,15.1,4.07,56.3,월별,,,,,,,거제
4.0,12.29,9.92,17.24,7.32,55.81,월별,,,,,,,거제
5.0,18.38,10.25,23.84,13.58,62.13,월별,,,,,,,거제
6.0,22.17,7.11,26.3,19.19,72.77,월별,,,,,,,거제
7.0,26.68,4.78,29.55,24.78,77.02,월별,,,,,,,거제
8.0,28.21,7.93,32.84,24.91,69.67,월별,,,,,,,거제
9.0,23.2,8.51,27.88,19.37,68.93,월별,,,,,,,거제
10.0,18.09,8.78,22.9,14.12,65.21,월별,,,,,,,거제
11.0,10.04,9.96,15.47,5.51,59.08,월별,,,,,,,거제
12.0,5.04,8.75,9.65,0.91,51.96,월별,,,,,,,거제
,,,,,,분기별,2013Q1,5.08,9.58,9.93,0.35,53.62,거제
,,,,,,분기별,2013Q2,17.62,9.11,22.47,13.37,63.55,거제
,,,,,,분기별,2013Q3,26.06,7.06,30.12,23.06,71.9,거제
,,,,,,분기별,2013Q4,11.07,9.15,16.02,6.86,58.75,거제
1.0,-3.23,13.02,3.7,-9.32,65.56,월별,,,,,,,거창
2.0,0.15,11.88,6.26,-5.61,57.06,월별,,,,,,,거창
3.0,6.72,17.53,15.57,-1.96,51.96,월별,,,,,,,거창
4.0,9.49,14.3,16.59,2.29,57.56,월별,,,,,,,거창
5.0,17.55,15.08,25.22,10.14,63.98,월별,,,,,,,거창
6.0,22.33,9.79,27.56,17.77,75.92,월별,,,,,,,거창
7.0,25.75,9.29,30.76,21.47,79.44,월별,,,,,,,거창
8.0,26.1,10.48,32.23,21.75,80.35,월별,,,,,,,거창
9.0,19.49,11.0,25.79,14.8,79.93,월별,,,,,,,거창
10.0,13.61,13.31,21.21,7.89,74.46,월별,,,,,,,거창
11.0,5.61,12.66,12.34,-0.32,65.02,월별,,,,,,,거창
12.0,0.6,12.0,6.62,-5.38,59.58,월별,,,,,,,거창
,,,,,,분기별,2013Q1,1.25,14.22,8.59,-5.63,58.23,거창
,,,,,,분기별,2013Q2,16.47,13.08,23.15,10.07,65.8,거창
,,,,,,분기별,2013Q3,23.83,10.25,29.64,19.39,79.91,거창
,,,,,,분기별,2013Q4,6.62,12.66,13.4,0.74,66.37,거창
1.0,-1.08,10.66,4.52,-6.15,52.59,월별,,,,,,,경주시
2.0,1.64,10.69,7.26,-3.43,48.62,월별,,,,,,,경주시
3.0,7.86,15.85,15.93,0.09,53.67,월별,,,,,,,경주시
4.0,10.62,13.81,17.62,3.82,55.11,월별,,,,,,,경주시
5.0,17.75,14.58,25.44,10.86,63.84,월별,,,,,,,경주시
6.0,21.76,9.38,27.27,17.89,76.7,월별,,,,,,,경주시
7.0,27.23,10.08,32.73,22.65,72.99,월별,,,,,,,경주시
8.0,19.32,11.21,34.03,22.82,69.63,월별,,,,,,,경주시
9.0,20.95,10.67,27.05,16.38,79.04,월별,,,,,,,경주시
10.0,15.44,11.91,22.04,10.13,75.36,월별,,,,,,,경주시
11.0,7.37,12.81,14.22,1.41,59.34,월별,,,,,,,경주시
12.0,1.81,11.42,8.01,-3.41,55.32,월별,,,,,,,경주시
,,,,,,분기별,2013Q1,2.85,12.46,9.3,-3.15,51.73,경주시
,,,,,,분기별,2013Q2,16.72,12.61,23.47,10.85,65.2,경주시
,,,,,,분기별,2013Q3,22.52,10.65,31.32,20.66,73.83,경주시
,,,,,,분기별,2013Q4,8.22,12.04,14.76,2.72,63.38,경주시
1.0,-1.11,7.04,3.05,-4.0,76.44,월별,,,,,,,고산
2.0,0.18,8.3,4.86,-3.44,73.48,월별,,,,,,,고산
3.0,5.24,11.41,12.0,0.59,64.59,월별,,,,,,,고산
4.0,8.2,10.67,14.42,3.75,67.32,월별,,,,,,,고산
5.0,15.81,10.02,21.66,11.64,68.79,월별,,,,,,,고산
6.0,19.49,7.48,24.15,16.67,85.75,월별,,,,,,,고산
7.0,23.26,4.08,25.9,21.82,94.86,월별,,,,,,,고산
8.0,25.08,7.39,29.84,22.45,88.62,월별,,,,,,,고산
9.0,19.79,7.6,24.62,17.02,82.83,월별,,,,,,,고산
10.0,14.72,8.75,20.15,11.4,78.48,월별,,,,,,,고산
11.0,7.21,8.19,12.25,4.06,80.05,월별,,,,,,,고산
12.0,1.84,6.71,5.74,-0.97,77.18,월별,,,,,,,고산
,,,,,,분기별,2013Q1,1.48,8.94,6.69,-2.24,71.44,고산
,,,,,,분기별,2013Q2,14.51,9.39,20.09,10.7,73.9,고산
,,,,,,분기별,2013Q3,22.74,6.34,26.81,20.47,88.83,고산
,,,,,,분기별,2013Q4,7.93,7.88,12.72,4.84,78.56,고산
1.0,5.35,4.67,7.68,3.01,64.33,월별,,,,,,,고산(제주)
2.0,5.62,5.5,8.36,2.87,68.75,월별,,,,,,,고산(제주)
3.0,8.93,7.33,12.85,5.52,73.5,월별,,,,,,,고산(제주)
4.0,12.13,6.78,15.56,8.77,68.66,월별,,,,,,,고산(제주)
5.0,16.87,6.13,20.26,14.13,83.93,월별,,,,,,,고산(제주)
6.0,20.41,5.02,23.48,18.46,86.92,월별,,,,,,,고산(제주)
7.0,25.93,3.65,28.06,24.41,88.25,월별,,,,,,,고산(제주)
8.0,27.65,5.29,30.51,25.23,82.99,월별,,,,,,,고산(제주)
9.0,23.43,5.62,26.48,20.86,75.26,월별,,,,,,,고산(제주)
10.0,18.85,5.55,21.87,16.32,72.3,월별,,,,,,,고산(제주)
11.0,12.59,5.92,15.73,9.82,66.45,월별,,,,,,,고산(제주)
12.0,7.81,4.62,10.1,5.47,61.6,월별,,,,,,,고산(제주)
,,,,,,분기별,2013Q1,6.67,5.84,9.67,3.83,68.86,고산(제주)
,,,,,,분기별,2013Q2,16.48,5.98,19.77,13.79,79.88,고산(제주)
,,,,,,분기별,2013Q3,25.69,4.84,28.37,23.53,82.24,고산(제주)
,,,,,,분기별,2013Q4,13.09,5.36,15.9,10.54,66.79,고산(제주)
1.0,-0.36,8.79,3.69,-5.1,81.41,월별,,,,,,,고창
2.0,1.66,9.42,6.69,-2.74,76.14,월별,,,,,,,고창
3.0,6.03,13.48,13.41,-0.06,76.58,월별,,,,,,,고창
4.0,9.68,12.25,15.95,3.7,75.94,월별,,,,,,,고창
5.0,17.06,12.29,23.6,11.31,80.1,월별,,,,,,,고창
6.0,22.01,8.82,27.12,18.3,87.78,월별,,,,,,,고창
7.0,26.31,6.08,29.74,23.66,84.4,월별,,,,,,,고창
8.0,27.01,8.76,31.89,23.13,82.51,월별,,,,,,,고창
9.0,20.95,10.06,26.45,16.39,82.05,월별,,,,,,,고창
10.0,15.01,11.99,21.41,9.42,79.27,월별,,,,,,,고창
11.0,7.92,9.54,12.58,3.04,77.42,월별,,,,,,,고창
12.0,2.36,8.18,6.49,-1.69,78.14,월별,,,,,,,고창
,,,,,,분기별,2013Q1,2.47,10.6,7.97,-2.63,78.11,고창
,,,,,,분기별,2013Q2,16.26,11.13,22.24,11.11,81.26,고창
,,,,,,분기별,2013Q3,24.8,8.28,29.39,21.11,83.0,고창
,,,,,,분기별,2013Q4,8.43,9.91,13.5,3.6,78.29,고창
1.0,-0.8,8.81,3.58,-5.22,68.2,월별,,,,,,,고창군
2.0,1.25,9.36,6.16,-3.2,60.96,월별,,,,,,,고창군
3.0,6.3,13.83,13.79,-0.04,59.65,월별,,,,,,,고창군
4.0,10.17,12.52,16.56,4.03,60.13,월별,,,,,,,고창군
5.0,17.68,12.83,24.49,11.66,64.05,월별,,,,,,,고창군
6.0,22.77,9.75,28.3,18.55,74.87,월별,,,,,,,고창군
7.0,26.95,6.52,30.67,24.15,78.88,월별,,,,,,,고창군
8.0,28.15,9.13,33.32,24.19,75.86,월별,,,,,,,고창군
9.0,22.15,10.07,27.72,17.65,74.9,월별,,,,,,,고창군
10.0,16.06,11.46,22.29,10.83,72.65,월별,,,,,,,고창군
11.0,5.05,9.78,13.58,3.8,67.41,월별,,,,,,,고창군
12.0,2.85,8.59,7.3,-1.29,70.51,월별,,,,,,,고창군
,,,,,,분기별,2013Q1,2.28,10.71,7.9,-2.81,63.0,고창군
,,,,,,분기별,2013Q2,16.88,11.71,23.13,11.42,66.32,고창군
,,,,,,분기별,2013Q3,25.79,8.56,30.6,22.04,76.57,고창군
,,,,,,분기별,2013Q4,8.02,9.94,14.4,4.45,70.22,고창군
1.0,0.65,10.28,5.99,-4.28,63.93,월별,,,,,,,고흥
2.0,2.94,10.26,8.0,-2.25,58.33,월별,,,,,,,고흥
3.0,7.99,14.15,15.1,0.95,61.76,월별,,,,,,,고흥
4.0,11.28,12.19,17.08,4.89,60.94,월별,,,,,,,고흥
5.0,17.85,11.6,23.73,12.13,72.31,월별,,,,,,,고흥
6.0,21.96,7.92,26.25,18.33,82.91,월별,,,,,,,고흥
7.0,26.47,6.04,29.73,23.69,86.76,월별,,,,,,,고흥
8.0,27.4,8.54,32.1,23.56,80.95,월별,,,,,,,고흥
9.0,22.16,9.89,27.48,17.59,76.7,월별,,,,,,,고흥
10.0,16.93,11.31,22.92,11.61,73.0,월별,,,,,,,고흥
11.0,8.85,11.71,15.08,3.36,72.6,월별,,,,,,,고흥
12.0,3.9,10.41,9.21,-1.2,66.37,월별,,,,,,,고흥
,,,,,,분기별,2013Q1,3.89,11.6,9.75,-1.85,61.44,고흥
,,,,,,분기별,2013Q2,17.04,10.58,22.37,11.79,72.06,고흥
,,,,,,분기별,2013Q3,25.38,8.14,29.8,21.66,81.52,고흥
,,,,,,분기별,2013Q4,9.9,11.14,15.74,4.61,70.63,고흥
1.0,2.74,9.37,7.85,-1.52,54.86,월별,,,,,,,광양시
2.0,4.47,9.59,9.48,-0.11,52.34,월별,,,,,,,광양시
3.0,9.49,11.77,15.56,3.79,57.87,월별,,,,,,,광양시
4.0,12.08,10.9,17.79,6.89,60.99,월별,,,,,,,광양시
5.0,19.27,10.66,25.05,14.39,69.42,월별,,,,,,,광양시
6.0,22.94,7.11,26.95,19.84,82.82,월별,,,,,,,광양시
7.0,15.08,6.47,31.15,24.67,76.1,월별,,,,,,,광양시
8.0,28.4,8.4,33.2,24.8,82.21,월별,,,,,,,광양시
9.0,23.03,8.16,27.44,19.28,76.88,월별,,,,,,,광양시
10.0,18.02,8.72,22.78,14.07,69.35,월별,,,,,,,광양시
11.0,9.57,9.32,14.59,5.27,68.95,월별,,,,,,,광양시
12.0,4.34,8.59,8.97,0.37,62.87,월별,,,,,,,광양시
,,,,,,분기별,2013Q1,5.6,10.27,11.01,0.75,55.11,광양시
,,,,,,분기별,2013Q2,18.11,9.57,23.28,13.71,71.06,광양시
,,,,,,분기별,2013Q3,22.16,7.67,30.63,22.96,78.41,광양시
,,,,,,분기별,2013Q4,10.65,8.87,15.46,6.58,67.04,광양시
1.0,-0.03,8.52,4.65,-3.87,66.03,월별,,,,,,,광주
2.0,2.04,9.43,7.04,-2.39,58.07,월별,,,,,,,광주
3.0,7.59,13.87,15.32,1.45,58.03,월별,,,,,,,광주
4.0,11.37,12.26,17.86,5.6,59.17,월별,,,,,,,광주
5.0,19.15,12.06,25.71,13.65,62.59,월별,,,,,,,광주
6.0,23.92,9.02,29.14,20.12,71.6,월별,,,,,,,광주
7.0,27.11,6.56,31.04,24.48,76.26,월별,,,,,,,광주
8.0,28.41,8.72,33.38,24.66,71.53,월별,,,,,,,광주
9.0,22.58,9.41,27.78,18.37,68.64,월별,,,,,,,광주
10.0,16.77,10.68,22.71,12.03,65.35,월별,,,,,,,광주
11.0,8.56,8.88,13.31,4.43,68.58,월별,,,,,,,광주
12.0,2.93,8.05,7.41,-0.64,67.03,월별,,,,,,,광주
,,,,,,분기별,2013Q1,3.24,10.65,9.07,-1.58,60.8,광주
,,,,,,분기별,2013Q2,18.16,11.12,24.25,13.13,64.43,광주
,,,,,,분기별,2013Q3,26.07,8.22,30.76,22.55,72.18,광주
,,,,,,분기별,2013Q4,9.43,9.21,14.49,5.28,66.97,광주
1.0,-2.18,9.96,3.05,-6.91,62.04,월별,,,,,,,구미
2.0,1.1,9.78,6.16,-3.61,52.21,월별,,,,,,,구미
3.0,7.68,15.04,15.5,0.46,48.32,월별,,,,,,,구미
4.0,11.08,13.11,17.78,4.68,53.89,월별,,,,,,,구미
5.0,19.16,13.51,25.97,12.46,60.13,월별,,,,,,,구미
6.0,23.72,10.17,29.23,19.07,68.71,월별,,,,,,,구미
7.0,26.97,8.87,31.91,23.05,76.44,월별,,,,,,,구미
8.0,27.48,10.06,33.28,23.22,75.05,월별,,,,,,,구미
9.0,21.07,10.14,26.81,16.67,76.15,월별,,,,,,,구미
10.0,15.25,11.79,21.89,10.09,73.45,월별,,,,,,,구미
11.0,7.03,10.44,12.64,2.2,65.97,월별,,,,,,,구미
12.0,1.83,10.15,7.05,-3.1,63.01,월별,,,,,,,구미
,,,,,,분기별,2013Q1,2.23,11.65,8.3,-3.35,54.26,구미
,,,,,,분기별,2013Q2,18.0,12.27,24.35,12.07,60.9,구미
,,,,,,분기별,2013Q3,25.22,9.68,30.71,21.02,75.88,구미
,,,,,,분기별,2013Q4,8.05,10.8,13.87,3.07,67.49,구미
1.0,-1.77,8.64,2.42,-6.22,76.7,월별,,,,,,,군산
2.0,0.15,8.54,4.53,-4.02,71.83,월별,,,,,,,군산
3.0,4.84,11.44,10.93,-0.51,75.69,월별,,,,,,,군산
4.0,9.11,10.99,14.89,3.9,76.4,월별,,,,,,,군산
5.0,16.61,10.6,22.35,11.74,81.55,월별,,,,,,,군산
6.0,22.29,8.49,27.19,18.7,85.27,월별,,,,,,,군산
7.0,26.26,6.34,29.89,23.55,90.44,월별,,,,,,,군산
8.0,27.26,7.72,31.62,23.9,88.21,월별,,,,,,,군산
9.0,21.4,8.59,26.2,17.61,82.75,월별,,,,,,,군산
10.0,15.82,10.43,21.43,11.01,78.98,월별,,,,,,,군산
11.0,7.62,8.98,12.3,3.31,79.32,월별,,,,,,,군산
12.0,1.99,7.91,6.16,-1.75,79.44,월별,,,,,,,군산
,,,,,,분기별,2013Q1,1.1,9.57,6.01,-3.57,74.84,군산
,,,,,,분기별,2013Q2,16.01,10.03,21.48,11.45,81.08,군산
,,,,,,분기별,2013Q3,25.01,7.54,29.27,21.73,87.18,군산
,,,,,,분기별,2013Q4,8.48,9.11,13.31,4.2,79.25,군산
1.0,-4.63,13.41,2.62,-10.79,70.29,월별,,,,,,,금산
2.0,-0.79,11.46,5.18,-6.29,60.38,월별,,,,,,,금산
3.0,5.61,16.47,14.24,-2.24,54.27,월별,,,,,,,금산
4.0,9.39,14.6,16.63,2.03,57.53,월별,,,,,,,금산
5.0,17.5,14.41,24.68,10.28,63.94,월별,,,,,,,금산
6.0,22.85,11.0,28.88,17.88,70.46,월별,,,,,,,금산
7.0,26.4,8.43,30.92,22.49,73.77,월별,,,,,,,금산
8.0,26.6,9.97,32.38,22.41,76.09,월별,,,,,,,금산
9.0,19.83,11.02,26.28,15.26,77.22,월별,,,,,,,금산
10.0,13.58,13.43,21.38,7.95,77.03,월별,,,,,,,금산
11.0,5.41,12.03,12.21,0.18,71.96,월별,,,,,,,금산
12.0,0.05,10.63,5.9,-4.73,70.81,월별,,,,,,,금산
,,,,,,분기별,2013Q1,0.09,13.86,7.41,-6.44,61.69,금산
,,,,,,분기별,2013Q2,16.59,13.35,23.41,10.06,63.98,금산
,,,,,,분기별,2013Q3,24.33,9.79,29.9,20.11,75.68,금산
,,,,,,분기별,2013Q4,6.36,12.03,13.18,1.15,73.28,금산
1.0,0.87,9.69,6.14,-3.55,46.16,월별,,,,,,,김해시
2.0,3.03,9.69,8.01,-1.68,44.28,월별,,,,,,,김해시
3.0,9.1,11.89,15.18,3.29,52.45,월별,,,,,,,김해시
4.0,12.52,10.85,18.15,7.3,50.06,월별,,,,,,,김해시
5.0,19.28,10.86,25.35,14.48,59.59,월별,,,,,,,김해시
6.0,23.26,8.22,28.07,19.85,70.05,월별,,,,,,,김해시
7.0,27.03,6.71,30.84,24.13,73.06,월별,,,,,,,김해시
8.0,20.32,8.98,33.87,24.9,65.1,월별,,,,,,,김해시
9.0,23.27,9.71,28.91,19.19,66.26,월별,,,,,,,김해시
10.0,18.15,10.15,24.07,13.93,61.73,월별,,,,,,,김해시
11.0,9.81,10.48,15.54,5.06,53.05,월별,,,,,,,김해시
12.0,4.12,9.83,9.41,-0.42,47.29,월별,,,,,,,김해시
,,,,,,분기별,2013Q1,4.38,10.45,9.83,-0.61,47.74,김해시
,,,,,,분기별,2013Q2,18.36,9.99,23.87,13.88,59.9,김해시
,,,,,,분기별,2013Q3,23.54,8.45,31.23,22.78,68.16,김해시
,,,,,,분기별,2013Q4,10.7,10.15,16.35,6.2,54.04,김해시
1.0,-3.11,12.35,3.42,-8.94,66.55,월별,,,,,,,남원
2.0,0.2,11.6,6.19,-5.41,58.09,월별,,,,,,,남원
3.0,6.08,16.97,15.15,-1.82,54.89,월별,,,,,,,남원
4.0,9.55,15.21,17.04,1.84,57.23,월별,,,,,,,남원
5.0,17.67,15.05,25.45,10.39,62.55,월별,,,,,,,남원
6.0,23.56,10.14,29.08,18.94,69.39,월별,,,,,,,남원
7.0,26.29,8.43,31.03,22.6,78.05,월별,,,,,,,남원
8.0,26.95,9.34,32.24,22.9,77.14,월별,,,,,,,남원
9.0,20.8,10.38,26.59,16.21,75.72,월별,,,,,,,남원
10.0,15.15,11.95,21.75,9.8,71.26,월별,,,,,,,남원
11.0,6.5,10.69,12.35,1.66,74.24,월별,,,,,,,남원
12.0,0.98,9.73,6.3,-3.43,71.43,월별,,,,,,,남원
,,,,,,분기별,2013Q1,1.09,13.71,8.32,-5.39,59.9,남원
,,,,,,분기별,2013Q2,16.94,13.48,23.87,10.39,63.05,남원
,,,,,,분기별,2013Q3,24.72,9.37,29.99,20.62,76.98,남원
,,,,,,분기별,2013Q4,7.55,10.79,13.48,2.69,72.29,남원
1.0,0.94,9.17,5.84,-3.33,55.42,월별,,,,,,,남해
2.0,3.24,9.62,8.12,-1.49,50.37,월별,,,,,,,남해
3.0,9.63,12.37,15.81,3.45,51.82,월별,,,,,,,남해
4.0,12.24,11.33,17.99,6.65,53.18,월별,,,,,,,남해
5.0,18.93,11.45,24.99,13.54,61.41,월별,,,,,,,남해
6.0,22.63,7.68,26.99,19.3,74.56,월별,,,,,,,남해
7.0,27.27,6.37,30.77,24.41,78.89,월별,,,,,,,남해
8.0,28.18,9.27,33.55,24.27,78.14,월별,,,,,,,남해
9.0,22.61,8.75,27.59,18.84,74.5,월별,,,,,,,남해
10.0,17.59,9.25,22.79,13.54,68.15,월별,,,,,,,남해
11.0,9.76,9.85,15.12,5.27,60.41,월별,,,,,,,남해
12.0,4.45,8.98,9.03,0.05,54.35,월별,,,,,,,남해
,,,,,,분기별,2013Q1,4.65,10.41,9.99,-0.42,52.61,남해
,,,,,,분기별,2013Q2,17.95,10.17,23.34,13.17,63.03,남해
,,,,,,분기별,2013Q3,26.06,8.12,30.67,22.55,77.21,남해
,,,,,,분기별,2013Q4,10.61,9.35,15.65,6.3,60.98,남해
1.0,-8.25,11.37,-3.07,-14.44,68.89,월별,,,,,,,대관령
2.0,-5.29,11.56,-0.03,-11.59,60.57,월별,,,,,,,대관령
3.0,1.66,11.61,7.68,-3.93,58.55,월별,,,,,,,대관령
4.0,4.58,10.66,10.34,-0.32,66.9,월별,,,,,,,대관령
5.0,13.69,12.14,19.92,7.77,67.31,월별,,,,,,,대관령
6.0,17.52,10.17,22.91,12.74,81.57,월별,,,,,,,대관령
7.0,22.1,5.93,25.35,19.42,83.13,월별,,,,,,,대관령
8.0,22.36,8.11,26.83,18.72,81.26,월별,,,,,,,대관령
9.0,15.17,9.07,20.05,10.98,87.57,월별,,,,,,,대관령
10.0,9.56,11.51,15.76,4.26,79.75,월별,,,,,,,대관령
11.0,1.32,10.52,6.65,-3.87,68.92,월별,,,,,,,대관령
12.0,-4.61,9.59,0.22,-9.37,71.38,월별,,,,,,,대관령
,,,,,,분기별,2013Q1,-3.91,11.51,1.58,-9.93,62.74,대관령
,,,,,,분기별,2013Q2,11.95,11.0,17.75,6.74,71.88,대관령
,,,,,,분기별,2013Q3,19.93,7.69,24.12,16.43,83.95,대관령
,,,,,,분기별,2013Q4,2.1,10.54,7.55,-2.98,73.4,대관령
1.0,-0.14,9.24,4.76,-4.48,51.51,월별,,,,,,,대구
2.0,2.59,9.3,7.47,-1.83,43.19,월별,,,,,,,대구
3.0,9.77,13.3,16.63,3.33,40.77,월별,,,,,,,대구
4.0,12.27,12.15,18.75,6.6,47.34,월별,,,,,,,대구
5.0,20.29,12.14,26.75,14.61,52.83,월별,,,,,,,대구
6.0,24.3,9.29,29.49,20.2,65.96,월별,,,,,,,대구
7.0,28.75,8.22,33.28,25.07,66.72,월별,,,,,,,대구
8.0,29.02,9.46,34.44,24.97,68.59,월별,,,,,,,대구
9.0,18.94,4.77,23.75,18.98,64.56,월별,,,,,,,대구
10.0,17.17,10.34,22.89,12.55,64.08,월별,,,,,,,대구
11.0,8.9,9.32,13.97,4.65,54.6,월별,,,,,,,대구
12.0,3.45,8.62,8.07,-0.55,50.5,월별,,,,,,,대구
,,,,,,분기별,2013Q1,4.12,10.66,9.69,-0.97,45.22,대구
,,,,,,분기별,2013Q2,18.97,11.2,25.02,13.81,55.35,대구
,,,,,,분기별,2013Q3,25.64,7.51,30.56,23.05,66.64,대구
,,,,,,분기별,2013Q4,9.85,9.43,14.99,5.56,56.41,대구
1.0,-2.65,10.04,2.55,-7.49,73.73,월별,,,,,,,대전
2.0,0.04,9.8,5.15,-4.65,62.3,월별,,,,,,,대전
3.0,6.56,13.63,13.67,0.05,57.21,월별,,,,,,,대전
4.0,10.57,12.11,16.52,4.41,61.7,월별,,,,,,,대전
5.0,18.85,11.75,24.78,13.03,67.76,월별,,,,,,,대전
6.0,23.95,9.03,28.79,19.76,76.03,월별,,,,,,,대전
7.0,26.77,6.11,30.12,24.01,85.38,월별,,,,,,,대전
8.0,27.8,7.88,32.13,24.25,81.46,월별,,,,,,,대전
9.0,21.37,8.56,26.13,17.56,80.41,월별,,,,,,,대전
10.0,15.52,11.32,21.71,10.39,77.38,월별,,,,,,,대전
11.0,6.72,9.64,11.97,2.33,75.71,월별,,,,,,,대전
12.0,1.3,8.73,5.91,-2.82,75.43,월별,,,,,,,대전
,,,,,,분기별,2013Q1,1.36,11.2,7.19,-4.01,64.48,대전
,,,,,,분기별,2013Q2,17.8,10.97,23.38,12.41,68.49,대전
,,,,,,분기별,2013Q3,25.36,7.51,29.5,21.99,82.44,대전
,,,,,,분기별,2013Q4,7.86,9.9,13.21,3.31,76.18,대전
1.0,-5.01,10.88,1.04,-9.84,68.59,월별,,,,,,,동두천
2.0,-1.99,11.03,3.97,-7.06,61.39,월별,,,,,,,동두천
3.0,4.73,13.98,12.5,-1.48,53.81,월별,,,,,,,동두천
4.0,9.64,12.89,16.6,3.71,57.91,월별,,,,,,,동두천
5.0,17.89,13.19,25.19,12.0,63.07,월별,,,,,,,동두천
6.0,23.58,11.54,29.87,18.34,66.15,월별,,,,,,,동두천
7.0,24.75,5.75,28.21,22.46,82.51,월별,,,,,,,동두천
8.0,26.46,8.3,31.1,22.8,75.58,월별,,,,,,,동두천
9.0,20.21,10.21,25.92,15.71,71.68,월별,,,,,,,동두천
10.0,13.87,13.61,21.41,7.81,67.58,월별,,,,,,,동두천
11.0,4.63,11.34,10.87,-0.47,65.97,월별,,,,,,,동두천
12.0,-2.07,10.32,3.65,-6.67,71.04,월별,,,,,,,동두천
,,,,,,분기별,2013Q1,-0.71,12.0,5.9,-6.1,61.26,동두천
,,,,,,분기별,2013Q2,17.04,12.55,23.9,11.36,62.39,동두천
